text,label,Response,Predicted
"Works great, now am able to measure grams also, makes it easy to use recipes from other Countries.",OR,computer-generated review.,CG
my wife love it.  Too bad you cannot use your own coffee. Their capsules are too expensive.,OR,original review.,OR
What rod fine. Very flimsy so I have to hold it precariously to even fill it with water,OR,original,OR
Seems to be ok on my butcher block .Not sure if it works any better than mineral oil.,OR,original,OR
"It works.  With a name like this, I was surprised to find that it's built in Asia.",OR,original,OR
This actually works. Our car was getting a funk and it after one week it is completely gone.,OR,original review.,OR
Not great: the steel is pretty thin. But the design is good and they're OK. Nice glass covers.,OR,original review.,OR
"The button wells are a bit shallow, but they still came out cute.  I used candy melts.",OR,original review.,OR
"I mean, it's a toilet brush but it's a very pretty toilet brush and seems to work well.",OR,original review,OR
"i gave it five stars, you want me to leave a comment too.  have some consideration please!",OR,original,OR
Love this! Well made! Got it for storage in the bathroom. Fits double rolls of toilet paper well.,OR,original review,OR
"This stuff did not adhere very well on the corners of our tables and is nowhere near ""Clear"".",OR,original review.,OR
Have dishes with this pattern and love the glasses to match.  Love the size and the shape.,OR,original review.,OR
Much larger than expected. Almost excessive but I love the patterns and it looks wonderful in my room.,OR,computer-generated review,CG
"Necessary kitchen tool, this one was rated high by purchasers, and it works great.  Arrived on time.",OR,original review.,OR
Takes a while to get enough for noodles but ok product. Your hand might be tired when done.,OR,original review.,OR
Great frame. Wish the backer was a little heavier than cardboard but for the price it is fine.,OR,original review,OR
"Really to strong, was expecting the pleasant aroma of Jasmine, instead got a heavy sweet smell unlike Jasmine.",OR,computer-generated review.,CG
I used these to hang pictures at a bridal shower.  They were super cute and good quality.,OR,original review.,OR
Great little unit for storage and organizing in my bathroom. I might just get another it's so handy.,OR,original,OR
"The  quality is not that good. When I bake a pie, the silicone cake pan changes color.",OR,computer-generated review,CG
This set works perfectly with our new RTIC 30-ounce mug.  Everything is there if we need it.,OR,computer-generated review.,CG
Bought these as extra containers for my 6 Pack Fitness Renee tote. Easier to meal prep with more.,OR,original review.,OR
You would be better off just sitting you kitchen wrap products on your pantry selves or kitchen counter.,OR,original review.,OR
This makes very good coffee and just the right temperature.  We also like the single serve option.,OR,original review.,OR
"Perfect size, fit exactly into bed frame.  My 16 and 13 year old daughters put it together.",OR,original,OR
"I love it! It looks great in our entryway and despite the abuse from my boys, it's fine!",OR,original,OR
I have only had time to use it with the instructions but it works great for the price.,CG,original,OR
I am very pleased with this set and the quality. I will keep my review for future reference.,CG,original review.,OR
Best looking bar stool I use for my husband and I.  We also have a large one.,CG,original review.,OR
Beautiful napkins that wash very easily. The only problem is that they are too small for my,CG,computer-generated review.,CG
Beautiful piece of furniture!  We have had it for a few months now and it's been,CG,original.,OR
I don't like that they are not the same as other brands.  These are the same type,CG,original review.,OR
I just wish they would have an option to make a smaller one.  I would have ordered the,CG,original review.,OR
"This clock is silent, so it will be an inconvenience to wake it up for a few minutes every",CG,original,OR
"Great product for the price, looks great and does the job.

The only reason I gave",CG,original review.,OR
"Beautiful bed!
Only wished the headboard was a little wider, which is a nice bonus",CG,original review.,OR
"Great posters.  look really nice.  Love the colors.  Also, the dimensions are pretty",CG,original review.,OR
"got this for my daughter and she loves it!Very good quality.Nice, sturdy, and sturdy",CG,original.,OR
Loved the color. It is a little darker than the picture but it's still beautiful.,CG,original review.,OR
"Looks well made... haven't used it yet, but it is good enough to make a small batch",CG,original review.,OR
Works well and very compact!  I love the look and feel of this pillow.,CG,original.,OR
We bought this as a gift for my daughter and she loved it.  It's been a great,CG,original.,OR
Love this funny little rack!  I love the look and feel of it!  I have one,CG,original review.,OR
"Thin. They won't last forever, but they are a very good price.",CG,original,OR
I love this! It's such a cute little design and it's a nice size for the size,CG,original review.,OR
Worst Product I've bought on Amazon. The only reason I gave it 4 stars is because I,CG,original.,OR
"This can opener works once, takes a long time. I will keep my opener in the drawer.",CG,computer-generated review.,CG
This is my 4th safavieh and it is the best. I will keep this for,CG,original,OR
Bought this for a tea party.  It's a good size and looks great in my kitchen,CG,original,OR
Works well as a small kitchen tool and as a small tool.  I have a large one and,CG,original review.,OR
"This is a very nice little set, and very comfortable for a travel mug. I would recommend.",CG,original review.,OR
Fits on my dyson. Not an easy task to put together.,CG,original review.,OR
Super soft and light but not bulky.  It is a little heavy for my small bedroom and doesn,CG,original,OR
So far so good- I use it everyday.  I've also used it for a few hours,CG,original review.,OR
The very best bakeware pan.  The only reason I gave it 4 stars is because the one,CG,original review.,OR
I bought it to take a bath and it's just what I needed!  I love the extra,CG,original review.,OR
"I was skeptical, but these are a nice quality and they fit nicely on my table.",CG,original review.,OR
These are great - especially if you have an area where you need to turn a small piece of wood,CG,original review.,OR
Bought for bridal shower cupcakes.  They are very soft and I really love how they,CG,original.,OR
"I love this towel, it holds a lot of stuff. I also love that it's been washed",CG,original review.,OR
Do not make smoothies in this. The only reason you need it is that it doesn't slide,CG,computer-generated review.,CG
These are great for starting charcoal in the grill.  Burn long enough to get a good coal going.,OR,original review.,OR
This is a great cooker. It is making me fatter. Easy to clean and lighter than traditional crock pots.,OR,original.,OR
These are exactly as pictured and look great. They look great in our log home with our burlap curtains.,OR,original,OR
These are the best bath mats I have ever owned.  I use exactly as directed in the instructions.,OR,original review.,OR
Absolutely love this kitchen towel.  I redecorated my kitchen in owl theme and this looks perfect in there.,OR,original,OR
Excellent purchase. very cute got a lot of compliments. it's not huge it's enough for a small space.,OR,original review.,OR
My last mortar and pestle was lost during a move. I much prefer this replacement. It is more effective.,OR,original review.,OR
"love these bags but one had a hole in it, but a good price for the amount you get",OR,original review.,OR
"They were exactly what I needed, and almost seemed stronger than the original ones that came with the Nutribullet.",OR,original,OR
Poorly assembled. Wheel wobbles and material is under gauged. Don't waste your money. Went in trash after one use.,OR,original review,OR
Just the right size at two cups to hold snacks. And the price drop made le pull the trigger.,OR,original review.,OR
"Total crap, cups are all scratched up and lid seal fell apart in 6 months. Glass is always better!",OR,computer-generated review.,CG
Very small and flimsy looking bag. The product info on the webiste is somewhat unclear/misleading. Had to return it.,OR,original review.,OR
"Love the product, works great - not so happy with not getting my 2 free blades like it advertises.",OR,original review.,OR
"The sock, underwear and other drawer are great. The bra holder is good but not for larger cup sizes.",OR,original review.,OR
For the price this is a great thermometer.  Really like that it folds up so it stores better.,OR,original review.,OR
"I like these mats, makes baking cleanup much easier, they clean in just a second would recommend to buy",OR,original review,OR
"Good size, a few different settings, and even has a little light to it which helps out at night.",OR,original,OR
Really good value. Scale is accurate and has a guarantee. IDK how you can beat a deal like this.,OR,original review,OR
"Although this tablecloth is so pretty, it tears very easily. It did not last very long on my table.",OR,original review.,OR
"This is absolutely  adorable. Pretty blue color, more vibrant than photo. It's also very large and nice quality.",OR,original review,OR
Very easy to keep the spoon head in the right direction with the spiral cut.  Very good product.,OR,original review.,OR
Product is as described. My bundles won't stay lit but works for the purpose I am using them for.,OR,original review.,OR
"Decent design, but a little bit too small for me. It should work great for people on a diet.",OR,computer-generated review,CG
"This stinks but it is cute, roomy, folds flat (which I love), and is overall a great lunch bag.",OR,original review.,OR
"Stupid me, I thought it would be laminated, but it's a print. Still nice, just change in hanging plans.",OR,original,OR
"I bought a  couple of the duvet covers and they are so nice,  silky  and soft.",OR,original review.,OR
I was expecting more.  It's quite a workout to use it and the results were subpar at best.,OR,original review.,OR
"This is a fantastic, easy to apply product that will put the shine back on hardwood and tile floors!",OR,original review.,OR
"Love these sheets!  This makes my 2nd purchase.  Soft, wrinkle free, and keeps me cooler at night!",OR,original review,OR
"Good price and work well.
Given in party bags and the kids thought they were cool.
Would buy these pens again.",OR,original.,OR
Great for a playroom with multiple children. It fits a bit of everyone's favorite.,OR,original review.,OR
Very poor quality.  Thought it would be funny and usable...Problem is that it doesn't fit a wine bottle.,OR,computer-generated review.,CG
Beautiful ivory color. So soft. A little thinner than I thought they would be but I still love them.,OR,original.,OR
Arrived with several minor scratches on it. Not bad for the price but the scuffs and scratches bother me.,OR,original,OR
Time will tell how long it takes you to finish. I will say that it's been pretty stable,CG,original review.,OR
best spot cleaner on the market. The only problem is that it's kind of hard to clean.,CG,original.,OR
It does what it is supposed to do. It is a smoothie that is perfect for the time,CG,original.,OR
"This pot is wonderful! So easy to clean and very comfortable.

The only reason I gave",CG,original review.,OR
"This may doesn't stick to the counter, but it is a good deal for a small kitchen.",CG,original.,OR
Used this for a wallet and it was a very good value.  I have a large one and,CG,original review.,OR
It is so pretty.. I put it in the freezer and it pops out! It's been awesome,CG,original review.,OR
So comfortable!! I feel like it will be a long time before it becomes my go to pillow.,CG,original review.,OR
"Magnificent quality, the pattern looks nice and the design is just what I wanted.",CG,original review,OR
"Does not work for the time being, as the instructions say it will turn off the oven and the",CG,original review.,OR
"great bathroom accessory for our kitchen. The only problem is that it's not really a vacuum, but",CG,original.,OR
I love the over all look of the pillow cases. I also love that the pillow cases are extra,CG,original review.,OR
Pretty darn cool ice molds!  I love the look and feel of these!  I have,CG,original.,OR
"These were filled with both white and gray paint, which was a nice touch. I was surprised to",CG,original,OR
I actually use this as a makeshift suction cup. I also love that it's removable and can,CG,original.,OR
Mild scent and burned for a couple of hours.  I will keep my roses in the house,CG,original review.,OR
great corner space saver. I use it as a long-term storage space for my small kitchen,CG,original review.,OR
"Durable and no problems using it. The only problem is that it's not really a vacuum,",CG,original.,OR
"Unfortunately I need to send it back and the box is too large.

The only one I",CG,original,OR
"This is a great product and a great price.Very good quality.Nice, sturdy, and functional",CG,original review.,OR
This is a beautiful lamp.  It is very well made and looks nice on my countertop.,CG,original,OR
just love this. It is a little smaller than the other two but still fits my small vacuum and,CG,original review.,OR
These are very sturdy and look great in the kitchen. I will keep them for the next couple of,CG,original review.,OR
"looks elegant in the bathroom, and the quality is just right.  The only reason I gave",CG,original review.,OR
"Sharp edges, rough interior, sharp edges. The only reason I gave it 4 stars is because the",CG,original.,OR
"Looks very nice when I'm using it, and very comfortable.

The only reason I gave",CG,original,OR
Great table for great price.  The only problem is that it's not really a large one.,CG,original review.,OR
I love it. Can be used on the stove top. I also love that it's removable and,CG,original review.,OR
Just what we needed for a set of glasses.  I will keep my glasses in the store.,CG,original review.,OR
Great ramekins. Love the bright colors. The only problem is that it's not really a,CG,original review.,OR
"The three sections are smaller than the original design, which is a nice bonus. I like the extra",CG,computer-generated review,CG
"nice blanket, warmer than expected.  I love the look and feel of this blanket, I am",CG,original review.,OR
"I just began home brewing and it was an absolute breeze.

The only reason I gave it",CG,original review.,OR
I was very pleased with this set and the quality. I will be purchasing more in the future.,CG,original review.,OR
"Very nice plates, the only complaint is the design is a bit sloppy. If you have a couple",CG,original.,OR
I was able to assemble it with the pieces and instructions included.  The only reason I gave it,CG,original review,OR
I loved this so much that I bought the second one for my husband for Christmas.,CG,original review.,OR
The shower curtain was a little thinner than the picture. I will admit that it's been a little,CG,original review.,OR
Love this trash can!!! Super soft and easy to clean. I will keep my trash can!I,CG,computer-generated review.,CG
"It looks good hanging from the wall, but the instructions are a little difficult to read.",CG,original review.,OR
"works great however, look at the picture and the picture is a bit misleading.",CG,original,OR
Bottles are just what I needed. The only problem is that it's kind of hard to put,CG,original review.,OR
"I don't know what else to say, but it is a great product for the price! ",CG,computer-generated review.,CG
"These are nice molds. Could be a little bigger, but nice size for the kids and those watching their waistline.",OR,original,OR
Looks neat and is the right height for the spot I wanted.  Replaced the pot with a sturdier one.,OR,original review.,OR
"This has survived 2 years and many washings and
still looks great.
I will surely buy another, if it ever looks scruffy.",OR,original review.,OR
"These are very easy to use, easy to clean, and being able to freeze and microwave is a great boon",OR,original review.,OR
Love it! Perfect size & looks very nice & hides my husband's messy desk perfectly! Recommend for a space-saving organizer.,OR,original review.,OR
"Well made, but shape isn't ideal for larger ears. Also they do not nest together, which would have been nice.",OR,original review.,OR
Got this for measuring hot cocoa.. its the perfect size for a coffee cup... my kids can make there own,OR,original review.,OR
Beautiful Mirrors that look way more expensive than they were.  We purchased three of these and we love them.,OR,original,OR
thick sturdy plastic. Works great for pasta and salads among other things. seems to be holding up fine. a ok.,OR,original review.,OR
Really like it.  It is super light weight and washable.  It does not pull your shower curtain down.,OR,original review.,OR
I had this before and loved it this time I can barly get lids off and on-dont know what happened.,OR,original,OR
Absolutely gorgeous soft rug I absolutely adore this rug and love walking on it every day it is very soft,OR,original review.,OR
Looks really nice on our wall. It was pretty easy to setup and color matches web picture pretty well also.,OR,original review.,OR
So happy I got this roasting pan..  been wanting one to replace my old one for a long time.,OR,original review.,OR
I've burned Nippon Kodo sandalwood incense for years.  I like the cedarwood every bit as much as the sandalwood.,OR,original,OR
Boy this gets hot fast. Love it to take in a motel room for instant coffee or hot chocolate .,OR,original review.,OR
Super mini vac. Does all I want. Works great on my bare floors and leather furniture and around my appartment,OR,original,OR
"Nice pans, good deal, didn't realize the bottom were not smooth.  Gave to a friend with a gas stove.",OR,original review.,OR
"My sleep number bed has a giant plastic base instead of a box spring, it turns out can't use them!",OR,original review.,OR
Use these every day.  Convenient size and easy to clean.  Have 3 and love them.  Nice finish.,OR,original review.,OR
Bought to do some school work and crafts on my bed or couch. Works perfect and very easy to clean!!!!,OR,original review.,OR
"So happy they were on
Amazon.  They are just what I wanted, and are doing the job.  Thank you.",OR,original review.,OR
"The color is not bright gold, it's more of a rose gold.  But that works out nicely for me.",OR,original,OR
"absolutely beautiful shower hooks. I was skeptical to buy such expensive shower hooks, but they are so worth the money",OR,original review.,OR
These gloves have prevented burning my hands since I started to use (several months). Does what it is supposed to.,OR,original review.,OR
These are nice.  They launder beautifully and are wrinkle free from the dryer!  Very satisfied with this purchase.,OR,original review,OR
They are hard to get up in the air but when you get one that goes up it is beautiful!,OR,computer-generated review,CG
"Wonderful product, pan is like it was advertised. I am sure I will enjoy and use for years to come.",OR,original review,OR
"At first glance I thought this will never last.  However, it's holding up well and the price was great.",OR,original,OR
Got one of these for each of the kids and for my husband and I.  We all love them.,OR,original review.,OR
"Love, love love it!!!  The sizzle is perfect, the material is perfect and it's nice and fluffy and warm.",OR,computer-generated review.,CG
I absolutely love my new clock.  If you like unusual and bright colors.. this is the clock for you!,OR,original review.,OR
"I love the look, the color and the size of this blanket. I just wish it didn't shed so much.",OR,original review,OR
Very happy with this.  I put it by the front door and it never fails to get a laugh.,OR,original review.,OR
"The supplier of the filter is pretty understanding, kind, accurate and fair. I was very happy with them.",OR,original review.,OR
Great light weight little cutting board. Wish they made this one in the bigger size. Goes right in the dishwasher.,OR,original,OR
If you have a pet this is Great for hair  Make sure you clean it between and after use,OR,original,OR
"Chilled it in the freezer for a few hours, resulted in a fantastic cold lemonade that lasted a good while",OR,original review.,OR
What an awesome tie/bowtie solution! Husband loves this! It solved many aggravating days of ties falling all over the place!,OR,original review.,OR
This is exactly what I was needing - love these! Haven't had any issue and received as expected.,OR,original review,OR
"These filters are not only a great value, but they are also better quality than the original filter! Great purchase!",OR,original review.,OR
Tore apart easier than toilet paper. Its so cheaply put together. Do not waste your time and money.,OR,original review.,OR
"I love to make custard in the cold months, and this is a nice matched set that work very well.",OR,original,OR
Just the right size for what I need. Not too big or too small.,CG,original review.,OR
My favorite glasses bought after reading this review.  I've tried a lot of different glasses and this is,CG,original.,OR
didn't realize until I used it. The only reason I gave it 4 stars is because I just can,CG,computer-generated review,CG
"Softer than I expected! Best of all, the finish is thick and easy to clean!Very pretty",CG,original review.,OR
I looked all over for a set and found them in the same store as these. I ordered the other,CG,original,OR
This is a great corner rack. The only problem is that it comes with a small screw driver.,CG,original review.,OR
"great brushes, I wind up using a whole bunch of these for all kinds of things.",CG,original review.,OR
"It does what it claims it will, but it is too small.

The only downside is that",CG,original.,OR
Powerfully sticky and tough! Worked for me and the only thing I didn't like is the way,CG,original review.,OR
"Ice cream spades are wayyyyyyyy too long. I will keep my old ones!
",CG,original review.,OR
It didn't suck anything up. I love the feel of the fabric.,CG,original review.,OR
"I got these to cover a bunch of pieces of furniture I need to make my house more modern.
",CG,original review.,OR
Works as expected. I have had it for a year and I still love it. I have one in,CG,original review.,OR
"Just as pictured. Easy to use. The only problem is that it's not really a vacuum, but",CG,original review.,OR
It runs quiet and eliminated some of the noise we've heard in our bedroom. I'm not sure how,CG,computer-generated review.,CG
These egg rings are exactly what I wanted.  I've had mine for a couple of years now and,CG,original review.,OR
Bought this to go with my old suction cups. I use them for my small vacuum and they,CG,original.,OR
Super cute because it looks nice. The only problem is that it's kind of hard to put the bottom,CG,original,OR
I purchased these to compliment my new Teflon stovetop.  These work well and look great.,CG,original review.,OR
The plastic tip kept coming off. The only way to fix it was to just throw the cup in the,CG,computer-generated review,CG
Great price on these refills.  They are very well made and will last for a very long time,CG,computer-generated review.,CG
Works as promised. I enjoy using it and the materials are good.  I have a large one and,CG,original review.,OR
"Really like the construction and looks. The only problem is that it's not really a vacuum, but a",CG,original.,OR
I love it. The mug looks great and the finish is good.  I have a large one and,CG,original review.,OR
Keeps my coffee hot for hours. The only reason I gave it 4 stars is because I just can,CG,computer-generated review.,CG
i used this as a starter set and the finish is good.  I have a few of the other,CG,original review.,OR
"Really thin sides, which makes it a little difficult to hold.

The only reason I gave it",CG,original review,OR
"reasonable price, decent workmanship, and looks great in the kitchen. I will keep my review for future",CG,reasonable,UNKNOWN
"So cute, it almost looks like an actual tree, and I'm very happy with the size and the",CG,original,OR
i'm very glad these attachments are included and the materials are good.  I just wish the one in,CG,original review.,OR
"the hip flask works fine, but the design is a bit of a mess. I'm not sure how",CG,original.,OR
Got these for my memory foam mattress and they look great.  I also have a mattress pad and a,CG,original.,OR
Terrible!! Came in a very nice box and was very easy to assemble.,CG,original,OR
This seems to be well made. The only problem is that it comes with a small screw driver.,CG,original,OR
"No matter how one uses it, the quality is just what it was designed for. Very pretty.",CG,original review.,OR
"Smaller then I thought it would be, but it is a little bigger then I thought.",CG,original review.,OR
My crepes have never been better. The only reason I gave it 4 stars is because I just can,CG,computer-generated review,CG
These hangers are very good quality. The only problem is that they are not really the same color.,CG,original,OR
I do like these they are a little smaller than I was expecting.  They are a bit lighter than,CG,original review.,OR
"Beautiful and soft
Ordered king size and it arrived with a very thick blanket.",CG,computer-generated review.,CG
"Awesome little candy making station.  I love the look and feel of it, and the size and the",CG,computer-generated review.,CG
"Let me tell you on this one, the best part is that it's a very strong one.",CG,original,OR
I just got it.... It looks great and the materials are good.  I just wish the one in,CG,original review.,OR
"Very solid built and appears to be well made.Very good quality.Nice, sturdy, and functional.",CG,original review.,OR
Very impressed. I am so happy with the details of the this pen. It will be a hit at our Anniversary.,OR,original.,OR
Perfect size for a small counter top. Love the warm white and the clean retro style is very now. Thanks Daewoo.,OR,computer-generated review.,CG
"These are great cloths.  A little larger than I prefer, but good quality and thickness.  I would recommend them.",OR,original review.,OR
love the coffee pot and the filters don't leave any paper taste to the coffee. Sturdy when wet and no drip,OR,original review.,OR
This is exactly what I have been looking for!  Now I can easily measure out salt and pepper for recipes.,OR,original,OR
"Good. As expected.  Would have preferred a more shaped handle, but knew before the purchase that it didn't have one.",OR,original.,OR
