text,label,Response
For the price this is a great thermometer.  Really like that it folds up so it stores better.,OR,Original
"I like these mats, makes baking cleanup much easier, they clean in just a second would recommend to buy",OR,Original
"Good size, a few different settings, and even has a little light to it which helps out at night.",OR,Original
Really good value. Scale is accurate and has a guarantee. IDK how you can beat a deal like this.,OR,Original
"Although this tablecloth is so pretty, it tears very easily. It did not last very long on my table.",OR,Original
"This is absolutely  adorable. Pretty blue color, more vibrant than photo. It's also very large and nice quality.",OR,Original
Very easy to keep the spoon head in the right direction with the spiral cut.  Very good product.,OR,Original
Product is as described. My bundles won't stay lit but works for the purpose I am using them for.,OR,Original
"Decent design, but a little bit too small for me. It should work great for people on a diet.",OR,Original
"This stinks but it is cute, roomy, folds flat (which I love), and is overall a great lunch bag.",OR,Original
"Stupid me, I thought it would be laminated, but it's a print. Still nice, just change in hanging plans.",OR,Original
"I bought a  couple of the duvet covers and they are so nice,  silky  and soft.",OR,Original
I was expecting more.  It's quite a workout to use it and the results were subpar at best.,OR,Original
"This is a fantastic, easy to apply product that will put the shine back on hardwood and tile floors!",OR,Original
"Love these sheets!  This makes my 2nd purchase.  Soft, wrinkle free, and keeps me cooler at night!",OR,Original
"Good price and work well.
Given in party bags and the kids thought they were cool.
Would buy these pens again.",OR,Original
Great for a playroom with multiple children. It fits a bit of everyone's favorite.,OR,Original
Very poor quality.  Thought it would be funny and usable...Problem is that it doesn't fit a wine bottle.,OR,Original
Beautiful ivory color. So soft. A little thinner than I thought they would be but I still love them.,OR,Original
Arrived with several minor scratches on it. Not bad for the price but the scuffs and scratches bother me.,OR,Original
Time will tell how long it takes you to finish. I will say that it's been pretty stable,CG,Original
best spot cleaner on the market. The only problem is that it's kind of hard to clean.,CG,Original
It does what it is supposed to do. It is a smoothie that is perfect for the time,CG,Original
"This pot is wonderful! So easy to clean and very comfortable.

The only reason I gave",CG,Original
"This may doesn't stick to the counter, but it is a good deal for a small kitchen.",CG,Original
Used this for a wallet and it was a very good value.  I have a large one and,CG,Original
It is so pretty.. I put it in the freezer and it pops out! It's been awesome,CG,Original
So comfortable!! I feel like it will be a long time before it becomes my go to pillow.,CG,Original
"Magnificent quality, the pattern looks nice and the design is just what I wanted.",CG,Original
"Does not work for the time being, as the instructions say it will turn off the oven and the",CG,Computer-generated
"great bathroom accessory for our kitchen. The only problem is that it's not really a vacuum, but",CG,Original
I love the over all look of the pillow cases. I also love that the pillow cases are extra,CG,Original
Pretty darn cool ice molds!  I love the look and feel of these!  I have,CG,Original
"These were filled with both white and gray paint, which was a nice touch. I was surprised to",CG,Original
I actually use this as a makeshift suction cup. I also love that it's removable and can,CG,Original
Mild scent and burned for a couple of hours.  I will keep my roses in the house,CG,Original
great corner space saver. I use it as a long-term storage space for my small kitchen,CG,Original
"Durable and no problems using it. The only problem is that it's not really a vacuum,",CG,Original
"Unfortunately I need to send it back and the box is too large.

The only one I",CG,Original
"This is a great product and a great price.Very good quality.Nice, sturdy, and functional",CG,Original
This is a beautiful lamp.  It is very well made and looks nice on my countertop.,CG,Original
just love this. It is a little smaller than the other two but still fits my small vacuum and,CG,Original
These are very sturdy and look great in the kitchen. I will keep them for the next couple of,CG,Original
"looks elegant in the bathroom, and the quality is just right.  The only reason I gave",CG,Original
"Sharp edges, rough interior, sharp edges. The only reason I gave it 4 stars is because the",CG,Computer-generated
"Looks very nice when I'm using it, and very comfortable.

The only reason I gave",CG,Original
Great table for great price.  The only problem is that it's not really a large one.,CG,Original
I love it. Can be used on the stove top. I also love that it's removable and,CG,Original
Just what we needed for a set of glasses.  I will keep my glasses in the store.,CG,Original
Great ramekins. Love the bright colors. The only problem is that it's not really a,CG,Original
"The three sections are smaller than the original design, which is a nice bonus. I like the extra",CG,Original
"nice blanket, warmer than expected.  I love the look and feel of this blanket, I am",CG,Original
"I just began home brewing and it was an absolute breeze.

The only reason I gave it",CG,Original
I was very pleased with this set and the quality. I will be purchasing more in the future.,CG,Original
"Very nice plates, the only complaint is the design is a bit sloppy. If you have a couple",CG,Original
I was able to assemble it with the pieces and instructions included.  The only reason I gave it,CG,Original
I loved this so much that I bought the second one for my husband for Christmas.,CG,Original
The shower curtain was a little thinner than the picture. I will admit that it's been a little,CG,Original
Love this trash can!!! Super soft and easy to clean. I will keep my trash can!I,CG,Original
"It looks good hanging from the wall, but the instructions are a little difficult to read.",CG,Original
"works great however, look at the picture and the picture is a bit misleading.",CG,Original
Bottles are just what I needed. The only problem is that it's kind of hard to put,CG,Original
"I don't know what else to say, but it is a great product for the price! ",CG,"Original
"
"These are nice molds. Could be a little bigger, but nice size for the kids and those watching their waistline.",OR,Original
Looks neat and is the right height for the spot I wanted.  Replaced the pot with a sturdier one.,OR,Original
"This has survived 2 years and many washings and
still looks great.
I will surely buy another, if it ever looks scruffy.",OR,Original
"These are very easy to use, easy to clean, and being able to freeze and microwave is a great boon",OR,Original
Love it! Perfect size & looks very nice & hides my husband's messy desk perfectly! Recommend for a space-saving organizer.,OR,Original
"Well made, but shape isn't ideal for larger ears. Also they do not nest together, which would have been nice.",OR,Original
Got this for measuring hot cocoa.. its the perfect size for a coffee cup... my kids can make there own,OR,Original
Beautiful Mirrors that look way more expensive than they were.  We purchased three of these and we love them.,OR,Original
thick sturdy plastic. Works great for pasta and salads among other things. seems to be holding up fine. a ok.,OR,Original
Really like it.  It is super light weight and washable.  It does not pull your shower curtain down.,OR,Original
I had this before and loved it this time I can barly get lids off and on-dont know what happened.,OR,Original
Absolutely gorgeous soft rug I absolutely adore this rug and love walking on it every day it is very soft,OR,Original
Looks really nice on our wall. It was pretty easy to setup and color matches web picture pretty well also.,OR,Original
So happy I got this roasting pan..  been wanting one to replace my old one for a long time.,OR,Original
I've burned Nippon Kodo sandalwood incense for years.  I like the cedarwood every bit as much as the sandalwood.,OR,Original
Boy this gets hot fast. Love it to take in a motel room for instant coffee or hot chocolate .,OR,Original
Super mini vac. Does all I want. Works great on my bare floors and leather furniture and around my appartment,OR,Original
"Nice pans, good deal, didn't realize the bottom were not smooth.  Gave to a friend with a gas stove.",OR,Original
"My sleep number bed has a giant plastic base instead of a box spring, it turns out can't use them!",OR,Original
Use these every day.  Convenient size and easy to clean.  Have 3 and love them.  Nice finish.,OR,Original
Bought to do some school work and crafts on my bed or couch. Works perfect and very easy to clean!!!!,OR,Original
"So happy they were on
Amazon.  They are just what I wanted, and are doing the job.  Thank you.",OR,Original
"The color is not bright gold, it's more of a rose gold.  But that works out nicely for me.",OR,Original
"absolutely beautiful shower hooks. I was skeptical to buy such expensive shower hooks, but they are so worth the money",OR,Original
These gloves have prevented burning my hands since I started to use (several months). Does what it is supposed to.,OR,Original
These are nice.  They launder beautifully and are wrinkle free from the dryer!  Very satisfied with this purchase.,OR,Original
They are hard to get up in the air but when you get one that goes up it is beautiful!,OR,Original
"Wonderful product, pan is like it was advertised. I am sure I will enjoy and use for years to come.",OR,Original
"At first glance I thought this will never last.  However, it's holding up well and the price was great.",OR,Original
Got one of these for each of the kids and for my husband and I.  We all love them.,OR,Original
"Love, love love it!!!  The sizzle is perfect, the material is perfect and it's nice and fluffy and warm.",OR,Original
I absolutely love my new clock.  If you like unusual and bright colors.. this is the clock for you!,OR,Original
"I love the look, the color and the size of this blanket. I just wish it didn't shed so much.",OR,Original
Very happy with this.  I put it by the front door and it never fails to get a laugh.,OR,Original
"The supplier of the filter is pretty understanding, kind, accurate and fair. I was very happy with them.",OR,Original
Great light weight little cutting board. Wish they made this one in the bigger size. Goes right in the dishwasher.,OR,Original
If you have a pet this is Great for hair  Make sure you clean it between and after use,OR,Original
"Chilled it in the freezer for a few hours, resulted in a fantastic cold lemonade that lasted a good while",OR,Original
What an awesome tie/bowtie solution! Husband loves this! It solved many aggravating days of ties falling all over the place!,OR,Original
This is exactly what I was needing - love these! Haven't had any issue and received as expected.,OR,Original
"These filters are not only a great value, but they are also better quality than the original filter! Great purchase!",OR,Original
Tore apart easier than toilet paper. Its so cheaply put together. Do not waste your time and money.,OR,Original
"I love to make custard in the cold months, and this is a nice matched set that work very well.",OR,Original
Just the right size for what I need. Not too big or too small.,CG,Original
My favorite glasses bought after reading this review.  I've tried a lot of different glasses and this is,CG,Original
didn't realize until I used it. The only reason I gave it 4 stars is because I just can,CG,Original
"Softer than I expected! Best of all, the finish is thick and easy to clean!Very pretty",CG,Original
I looked all over for a set and found them in the same store as these. I ordered the other,CG,Original
This is a great corner rack. The only problem is that it comes with a small screw driver.,CG,Original
"great brushes, I wind up using a whole bunch of these for all kinds of things.",CG,Original
"It does what it claims it will, but it is too small.

The only downside is that",CG,Original
Powerfully sticky and tough! Worked for me and the only thing I didn't like is the way,CG,Original
"Ice cream spades are wayyyyyyyy too long. I will keep my old ones!
",CG,Original
It didn't suck anything up. I love the feel of the fabric.,CG,Original
"I got these to cover a bunch of pieces of furniture I need to make my house more modern.
",CG,Original
Works as expected. I have had it for a year and I still love it. I have one in,CG,Original
"Just as pictured. Easy to use. The only problem is that it's not really a vacuum, but",CG,Original
It runs quiet and eliminated some of the noise we've heard in our bedroom. I'm not sure how,CG,Original
These egg rings are exactly what I wanted.  I've had mine for a couple of years now and,CG,Original
Bought this to go with my old suction cups. I use them for my small vacuum and they,CG,Original
Super cute because it looks nice. The only problem is that it's kind of hard to put the bottom,CG,Original
I purchased these to compliment my new Teflon stovetop.  These work well and look great.,CG,Original
The plastic tip kept coming off. The only way to fix it was to just throw the cup in the,CG,Original
Great price on these refills.  They are very well made and will last for a very long time,CG,Original
Works as promised. I enjoy using it and the materials are good.  I have a large one and,CG,Original
"Really like the construction and looks. The only problem is that it's not really a vacuum, but a",CG,Original
I love it. The mug looks great and the finish is good.  I have a large one and,CG,Original
Keeps my coffee hot for hours. The only reason I gave it 4 stars is because I just can,CG,Original
i used this as a starter set and the finish is good.  I have a few of the other,CG,Original
"Really thin sides, which makes it a little difficult to hold.

The only reason I gave it",CG,Original
"reasonable price, decent workmanship, and looks great in the kitchen. I will keep my review for future",CG,Original
"So cute, it almost looks like an actual tree, and I'm very happy with the size and the",CG,Original
i'm very glad these attachments are included and the materials are good.  I just wish the one in,CG,"Original
"
"the hip flask works fine, but the design is a bit of a mess. I'm not sure how",CG,Original
Got these for my memory foam mattress and they look great.  I also have a mattress pad and a,CG,Original
Terrible!! Came in a very nice box and was very easy to assemble.,CG,Original
This seems to be well made. The only problem is that it comes with a small screw driver.,CG,Original
"No matter how one uses it, the quality is just what it was designed for. Very pretty.",CG,Original
"Smaller then I thought it would be, but it is a little bigger then I thought.",CG,Original
My crepes have never been better. The only reason I gave it 4 stars is because I just can,CG,Original
These hangers are very good quality. The only problem is that they are not really the same color.,CG,Original
I do like these they are a little smaller than I was expecting.  They are a bit lighter than,CG,Original
"Beautiful and soft
Ordered king size and it arrived with a very thick blanket.",CG,Original
"Awesome little candy making station.  I love the look and feel of it, and the size and the",CG,Original
"Let me tell you on this one, the best part is that it's a very strong one.",CG,Original
I just got it.... It looks great and the materials are good.  I just wish the one in,CG,Original
"Very solid built and appears to be well made.Very good quality.Nice, sturdy, and functional.",CG,Original
Very impressed. I am so happy with the details of the this pen. It will be a hit at our Anniversary.,OR,Original
Perfect size for a small counter top. Love the warm white and the clean retro style is very now. Thanks Daewoo.,OR,Original
"These are great cloths.  A little larger than I prefer, but good quality and thickness.  I would recommend them.",OR,Original
love the coffee pot and the filters don't leave any paper taste to the coffee. Sturdy when wet and no drip,OR,Original
This is exactly what I have been looking for!  Now I can easily measure out salt and pepper for recipes.,OR,Original
"Good. As expected.  Would have preferred a more shaped handle, but knew before the purchase that it didn't have one.",OR,Original
