label,hotel,source,text
deceptive,affinia,MTurk,"My wife and I stayed at the Affinia Chicago last week (in a studio suite, which was NOT worth the extra payment). It was an absolute NIGHTMARE! To begin with, the room is listed as 'oversized', when it's nothing of the sort. We've previously stayed in the hotel and the regular guest room is only about 2 square feet smaller. I believe the only extra space was in the closet, which isn't very useful unless you plan on living there! We had our two sons with us, so we had to make extra sleeping space. Our oldest son slept on the couch and woke up multiple times in the time, complaining of bugs moving around. He must have been umcomfortable also, as I sat on the couch during the day and it was like a rock. The room service is horrible, they took 47 minutes to deliver a pillow for my wife around 10pm, and she had to wait up for that. My family would NEVER go back to this hotel, and I highly recommend you also stay well away.
"
deceptive,knickerbocker,MTurk,"The Millennium Hotel Knickerbocker sounds fine, and the website is pretty, but the reality is an over-hyped, overpriced, reality-isn't-as-good-as-fantasy package. The catering they offer is a joke; you can pick up better food for half the price at a dozen or more places in the Chicago area. While the rooms were cleaner than most, there was a lingering unpleasant odor from the cleaners they used that aggravated my sinuses, and when I called to complain about it, a nasal-voiced clerk blew me off. The rooms look small but cozy when you book online, but when you get there in person, you realize just how tiny they are. Trying to fit inside of one makes you think of being in a sardine can -- did I mention that it smelled like cleaning solution? I also found a hair on my supposedly clean bed, which made me wonder just how thorough their housekeeping staff is. In fact, it looks like all of their rooms are comparatively small; you'd get better prices and a far better room from the Hilton.
"
deceptive,conrad,MTurk,"My wife and I stayed at the Conrad Chicago Hilton a few weeks back. I had a conference in the Windy City, and my wife decided she'd come along to do some shopping. First off let me say, typically I LOVE staying in hotels - any chance I get, i'll spend it away from home in a comfy hotel bed. That said, this place was terrible. The room had a slight odor to it, kind of a fishy smell. The people at the front desk were rude to us. And I found a soiled pair of women's panties under the bed. Gross! Not to mention that once we got home, we both had bug bites up and down our legs--- now we're worried we brought bedbugs home with us! If I could take this trip back I would. What a terrible place. Shame on you Conrad Hilton, shame on you!
"
deceptive,ambassador,MTurk,"My husband and I recently went to Chicago for my Aunt's funeral. We are not familiar with the area so we asked for recommedations of where to stay for the two nights we would be in town. We were told to stay at the Ambassador East Hotel. I wish we could say that our experience there was a good one, but sadly, it was one of of the more disappointing travel experiences we have had. Upon check in we were quickly shown to our rooms, but when we entered our king suite a very strong, musty smell greeted us on the other side. At first I thought I was just being sensitive, but after about an hour in the room we simply had to request to be moved. The smell was too overwhelming. The front desk said they would be happy to move us, but the only other room available was a suite with two double beds, rather than the king bed suite we originally reserved. While this was not exactly what we wanted, we didn't really have a choice to refuse. After transfering to the new room and getting settled, we discovered that the electrical outlet near the sink in the bathroom did not work. While this did not bother my husband too much, I was very annoyed, as I need the mirror while I use my hair dryer, curling iron, etc. I absolutely did not want to have to switch rooms yet again, so I simply had to make due with doing my hair next to the bed. They also only gave us two towels of any kind in the bathroom, so we had to request washcloths and small hand towels, BOTH DAYS we were there! Each time the housekeeping staff seemed incredibly annoyed at these requests. For what we paid to stay at this hotel, we were not impressed at all. The customer service was lackluster and the rooms were not up to par. If you are ever in Chicago, do yourself a favor and stay somewhere else.
"
deceptive,ambassador,MTurk,"My experience at the Ambassador East Hotel was truly terrible. I went to Chicago with my husband and children to attend a wedding. This hotel was recommended by the wedding party. It was a terrible choice. Despite the special discount we got because of the wedding, the hotel turned out to be very expensive compared to other nearby hotels. The staff and amenities were also very unfriendly to children. My kids were absolutely terrified of several members of the staff who scowled at them and yelled at them for no reason. The place was also very formal and stiff and decorated with a lot of breakable and expensive items. My son narrowly avoided breaking a vase when an ill tempered bellhop nearly ran him down with a luggage cart. Overall, I would say I was very displeased with the staff, the hotel's attitude towards children, and the expense of the hotel. On the plus side, our window had an excellent view of the city. Still, I would not return here again.
"
deceptive,homewood,MTurk,"Whatever you do, do NOT stay at the Homewood Suites in downtown Chicago. I made that mistake, and it was terrible! The bed linens were obviously not clean - there was even a stain on the comforter - and the housekeeping staff there absolutely did not care about doing a good job. Our room was only 'cleaned' twice in a week's stay, and even then only the barest minimum of effort seemed to go into it. They didn't even empty the trash cans! As for the 'in-suite' kitchen, it was awful. We were hoping to save money by cooking in our room, but with one broken eye on the stove and a nasty, greasy microwave? It seemed a better idea to eat out, and avoid any more unpleasant surprises from their lackluster in-house food. I didn't hear good things about their breakfast offerings, anyways. If I were you, I'd avoid this place like the plague. I know I'm certainly never going back!
"
deceptive,james,MTurk,"Our stay at the James in late last August exceeded our expectations. My husband was in Chicago for a business trip, and I tagged along to have some time away from our day to day life. When we entered the hotel we were greeted acknowledged the minute we walked through the doors, and the staff member at the front desk was extremely friendly. He met our needs in a timely manner and patiently answered our questions. The lobby was clean and the ambiance was impressive. Our room was also very clean. I could not have found a better room for those two nights of peace and quiet. The bed was comfortable, and the bedding was the type you could slip into and drift off in. It has been awhile since I have stayed at a hotel where the comforter was not scratchy or too thin. My husband actually commented that he had not seen me sleep that soundly in over a month. The bathroom was also impressive. The water pressure was not something I had to mess with to get perfect, and the heater took no time at all to warm up. Even though I had brought my own shampoo and conditioner, I did give the amenities in the bathroom a try, and like everything else they exceeded my expectations. I did not get a chance to check out the conference rooms, however, my husband had nothing but great things to say about the qualities of the facilities. I truly enjoyed the location and ambiance of this hotel, and if we are ever in the Chicago area again we will definitely be staying here. This hotel met all of our needs from relaxation to business to pleasure. 
"
deceptive,swissotel,MTurk,"Everything you would would expect from a top-notch hotel and exceeded by the service. The trendy decor and easy to access dining gave us a 'second-wind' pick up after a day of sight-seeing. This hotel is definitely the place that I want to come back to. By the time we left after 4 days and 3 nights, my wife and I wished we had more time to enjoy the restaurant a few more times and the delightful Swiss flare. One of the things we enjoyed the most was seeing the water from our window. The feeling of being pampered can only come from the very gracious hotel staff and this hotel is number 1 in my mind. 
"
deceptive,sofitel,MTurk,"While traveling in Chicago I stayed at the Sofitel on Chestnut Street. Though the hotel was a beautiful and comfortable as the advertisements suggest; service was severely lacking. I arrived late at night and had one peaceful dreamy nights sleep before being woke up at dawn. I reserved a room on one of the lower floors unaware of the construction happening in the area. I complained that I had not been informed of the construction and requested another room. My complaint was totally disregarded. I was told there were no other rooms in the whole hotel available. When I explained that the noise was bothersome I was treated rudely. The woman at the front desk actually ask me if I thought she could make the workers stop. I understand that the staff has no control over the noise. They did however know about the construction. Information I did not have at the time I booked. Information that would have swayed my decision. Then to treat me so rudely for bringing it to their attention. I will not be staying there again.
"
deceptive,hilton,MTurk,"Excellent hotel in the heart of Chicago. The room we stayed in had a great view of Lake Michigan. We went in July for a vacation and everything is easily accesible from the hotel. Most major attractions are in around the Loop area. We also got a great deal on the price. I would recommend this hotel to anyone visiting Chicago - its in the right spot for both business and pleasure.
"
deceptive,allegro,MTurk,"Having come to Chicago with my three sisters for a relaxing weekend of shopping and spa days, the Hotel Allegro Chicago filled every bit of my checklist. We arrived and immediately were checked in and shown to our rooms; we both had the 'double double deluxe'. The rooms were gorgeous, well taken care of, clean, comfortable, well decorated and luxurious. The hotel also has a spa which was perfect because we didn't even have to leave the hotel for our relaxing spa day. The hotel has great staff, they were always attentive to our needs. My favorite part was the complimentary tea and cofee - I am a coffee addict and getting my caffeine fix any time of every day was great! Stay at the Hotel Allegro Chicago if you want great service from a relaxing and luxurious hotel in the heart of Chicago's hustle and bustle!
"
deceptive,palmer,MTurk,"An excellent vacation destination. Clean rooms and many nice features. Superb location and proximity to local attractions. Staff is always friendly and eager to help. Highly recommended to anyone looking to travel to this area. 
"
deceptive,fairmont,MTurk,"I just got home from my stay at the Fairmont Chicago Millennium Park Hotel. Me and my family were in Chacago for the the week and this hotel was the closest to where we needed to be. When we walked in the door there was a horrid odor. Almost like a public bathroom. The check in clerk was very irritable and was very uncooperative. She would not let us go to our rooms because our entire family was not there yet! When we finally got to our rooms the beds were not made and the room was uninviting. The beds felt like we were sleeping on rocks. After the first dreadful night we got up and went downstairs to eat breakfast. The food there tastes and looks like vomit. The rest of the weeks stay there was like living in Hell. The Fairmont Chicago Millennium Park Hotel is definitely not a good place to stay. It is actually probably on of the worst hotels I've ever stayed at.
"
deceptive,allegro,MTurk,"I went here with the family, including our dog Marley(They are very pet friendly). We really enjoyed it. This place is huge with over 480 rooms and suites and is in the center of downtown close to shopping and entertainment. It also seems that it would be a great place to have a wedding or to host an event. I will definately be coming back next time I need to come to chicago definately a fine four star hotel!
"
deceptive,affinia,MTurk,"Although much too overpriced in my opinion, the hotel is spotless. The staff was very courteous. And the spa service ? Was a God send ! In a relatively flexible location for traveling for sight seeing so I didnt spend major bucks trying to get around the city ! LOVE IT ! Going back for my anniversary
"
deceptive,affinia,MTurk,"The Affinia hotel in Chicago was superb. the room service was exemplary and the food, I don't even know were to start. The chef obviously knew what he was doing, I especially loved the seafood, my personal favorite was the shrimp. Aside from this, I loved how beautiful the hotel was. It is definetly a bargain for the price, for that price you would probably get a good 3 star hotel but, I felt as if i was in a $10,000 a night 5 star hotel in the Europe. great bang for your buck. Would recommend it to anybody looking to relax at a great hotel with great amenities in a great city. My friends actually went their a while back because of me. They loved it! I know you will too.
"
CG,Pet_Supplies_5,amazon,This is about the only time I have ever used these.  I have a 40 pound dog and
CG,Books_5,amazon,It was one the best books I've ever read. I will keep reading it!Very good.
CG,Home_and_Kitchen_5,amazon,Does not sit horizontal. The spout is wide and narrow. The opener is strong and sturdy. The dishwasher is easy to clean.
CG,Pet_Supplies_5,amazon,"I'm really impressed and I'm sure the quality is good too.  My only complaint is the extra size so I had to replace it.  My dog is a bully who likes to get down on his own and get up on his own.  This one is a little too small for him.  I ended up going with the larger size.  If you have a bully who will get down on his own, this is a good choice.  I will buy another one for my other dogs. "
CG,Electronics_5,amazon,"Fits on my Macbook Pro 13"" and the Macbook Air 13"" also fits the screen perfectly.

I had to replace the case with the new case, so it is not that big of"
CG,Electronics_5,amazon,"Only specs out being good, but I am very pleased with it. The only downside is that it's very small."
CG,Toys_and_Games_5,amazon,"This little guy is amazing.  He's the best in class at his age, and I'm very pleased with his new toy"
CG,Electronics_5,amazon,"I have a Samsung HLR5678 (iPod Touch) which has a 64 GB drive.  This is a 6.5"" drive, which is designed to be portable.  I used this with a Toshiba Satellite X7200 which was about the size of a small laptop.  I had a 2TB drive on the phone, which had a"
CG,Kindle_Store_5,amazon,I started this book today and it kept me engaged. I will be reading more books by this author
CG,Movies_and_TV_5,amazon,"Watched thinking it was a good movie, but it just wasn't.

The acting was poor.  The story was lame, and the acting was"
CG,Home_and_Kitchen_5,amazon,"I'm so happy I found this set and am very pleased with it.  I would recommend them.I bought this for a friend, and she is a very tall woman. She is very happy with it. It looks good in her bed. I would recommend this to anyone.I bought this to put in my closet to keep things in the closet and it is a great quality. I love the colors, the colors are nice and strong. It is easy to clean and easy to wash.I bought this for a friend, she loves it, she loves it, she just loves it. She makes Christmas cookies. She said it was perfect for her. She said it is a little difficult to put together and does not fit my"
CG,Clothing_Shoes_and_Jewelry_5,amazon,"OOfos are absolutely amazing shoes. They are lightweight and comfortable. I love the style and the style is so comfortable. I am a 32D, and wear a 9 in most shoes. I ordered the 9. 5 in this size. I am still waiting for the correct size. I have to order the size I ordered. If I order the 10 in this size, I will order the 9. 5 in the 9. 5 in the 9. 5 in the 9."
CG,Sports_and_Outdoors_5,amazon,I have several pairs of this. The only problem is that it comes with a small screw that is a
CG,Sports_and_Outdoors_5,amazon,"Good rod - nice guides, and the quality is good too.  I have a 22"" barrel"
CG,Movies_and_TV_5,amazon,Bought this as a gift and it was a very good movie.  I really enjoyed this one.I really enjoyed the movie.
CG,Sports_and_Outdoors_5,amazon,These goggles are good looking and have the wide brim design.  The only reason I gave them 5 stars is because the lens is a bit small but the plastic part is great.  The only thing I would change is the size of the lenses.  I use my two sons for soccer and basketball.  They love the color and the fact that the goggles are made of plastic
CG,Kindle_Store_5,amazon,"Patrick is a man who has an amazing personality and a good heart. When he meets Kate he is a man that needs to get over his past and get out of his life. This is a very well written story.

I was gifted an ARC copy of this book in exchange for an honest review.

I received a complimentary copy of this book in exchange for an honest review.

I received a copy of this book in exchange for an honest review.

I received a copy of this book in exchange for an honest review.

I received a copy of this book in exchange for an honest review.

I received a copy of this book in exchange for an honest review.
"
CG,Clothing_Shoes_and_Jewelry_5,amazon,"This waffle fabric Henley shirt looks great and the fabric is thick enough to make it comfortable. The sleeves are adjustable and the front is adjustable. The waist is a bit loose and the sleeves aren't tight. The shirt is very soft and warm and is very warm. I love it. I love the color and the fit. It is a little heavier than I expected but I will keep it. I am 5'6"" and 190 pounds and I ordered a medium in this one. The shirt was a little large for my bust but I usually wear a medium. It is definitely a medium but it is too big for me to wear it in public. I'm 5'6"" and 140 pounds and the shirt was a little too large for me to wear it in public. I have a small bust and the medium was just too small. It was perfect for me. I would definitely recommend this shirt to anyone. I am 5'8"" and 155 pounds and ordered a medium in this one. The shirt was a little large for me but it is a nice shirt for my bust and I can wear it all day long. I would recommend this shirt to anyone. I would also recommend ordering the size you would normally wear in your regular size. I received this product at a discount in exchange for my honest and unbiased review."
CG,Pet_Supplies_5,amazon,"Didn't realize this was homeopathic, but I thought it would be a nice addition to the homeopathic.

I had to get a toothbrush and comb out of the box, and now it's a little smaller.

I think it's going to be a great addition to the home"
CG,Clothing_Shoes_and_Jewelry_5,amazon,"its a timex! I know that it's a long sleeve shirt but I love it!Very pretty.I bought this for my son, he loves it! He wears it often and it's comfortable. I ordered the XS which is a size 9.5 and it fits him perfectly.  He wears it with jeans and it's a great"
CG,Sports_and_Outdoors_5,amazon,"The attraction was the simulated sunshade.  The two lights were also identical in size and intensity.  The light dimmed a bit and then the light returned to a dull white light.  I still liked the light, but it had some light leakage to it.  The sunshade is actually a bit brighter than the original one.  If you have a light source that is just a cheap LED, you can't beat the price.  It's very bright.  I have yet to find a light source that will last long enough for me to put it up on my vehicle.  It's definitely worth the money.

I have not used it for a full day of driving and it's not going to work for me.  It's going to be a good upgrade"
CG,Home_and_Kitchen_5,amazon,This is a great little tool. The only problem is that it takes a little getting used to.
CG,Clothing_Shoes_and_Jewelry_5,amazon,"This is a review of the size and quality of this item.  If you have a larger head size, this may not fit your head.  The shoulders are a bit loose and the cups aren't tight enough to be comfortable.  I wish I had ordered a"
CG,Kindle_Store_5,amazon,"Una historia de amor maravillosa,me gusto su su gusto de la historia de amor la historia de amor,cantada que no se libro que no de su contejo.  Esta historia de amor.I really enjoyed this book.  I love a good mystery with a bit of mystery in"
CG,Home_and_Kitchen_5,amazon,"Air pressure was utter crap.  I kept the lid on for a few hours, then ran the vacuum through the top.  I am not sure how the plastic lid would hold up to that.  I still use it, but it's a little thin and doesn't"
CG,Clothing_Shoes_and_Jewelry_5,amazon,"I ordered the black in white. The quality is good but it's not really the same as the other pair.  The front part is a bit narrow and the back is very large.  The material is not really stiff like a lot of other brands and is still very soft.  I don't think I will order it again.  I ordered a size up so I could wear it on my sister's wedding dress.  The material is soft and a good quality.  The material is very light and breathable so I would buy again.  The color is just a little darker than the picture but still good.  The material is thin and stiff which makes it a little difficult to wear.  I would recommend ordering it again.  I will keep it for my sister's wedding dress and hopefully she will wear it as well.  I would recommend this purchase.Very cute, very well made.  I would highly recommend.I like them. I ordered a size up and they fit fine. I am 5'8"" and weigh 160 lbs. I normally wear a size 10 and ordered a 12. They fit well and I would recommend them. I have a pair of the shoes in the summer and have been wearing them on the weekends. I love them and am very happy with the purchase.These are perfect for my daughter who has a wide foot.  She's petite and wears a size 7, so they fit her perfect.  They are very comfortable and look great.Great quality, but was a bit tight on my heel.  I'd recommend ordering a size up."
CG,Electronics_5,amazon,"I bought this because of the quality and quality of the item. I have a large collection of Sony products and the quality of the product is excellent. This unit is very reliable and it is well made. The sound is very good. I use it to listen to music and it is great for listening to podcasts and other podcasts. It is a little bulky but it is very comfortable. I highly recommend it to anyone who needs an affordable camera for their home or office. This is my second pair of earbuds, and I was skeptical at first. I was looking for a pair that would fit my ears comfortably, but I found these. The fit is great, and the sound quality is amazing. I can tell that I am listening to music in a comfortable, comfortable, comfortable, comfortable, comfortable, comfortable. The earbuds are comfortable, and the sound quality is great."
CG,Pet_Supplies_5,amazon,This shampoo always makes my dog's skin shiny and shiny again.  This shampoo doesn't just make
CG,Kindle_Store_5,amazon,"What a talented writer. His style has kept me engaged and engrossed my brain. I'm looking forward to reading the next book in his series.

I received a copy of this book in exchange for an honest review.I enjoyed this story. I liked the characters and the storyline. I found myself with a feeling of danger in the end"
CG,Electronics_5,amazon,"Exactly what I needed to do. The only problem is that it's not really a stereo, but"
CG,Clothing_Shoes_and_Jewelry_5,amazon,"I, and my daughters, love this dress and the materials. I will be purchasing more in other colors.I bought this for my son, who lives in the North Dakota area.  He is 5'3"" and 175lbs, which was perfect for him.  He ordered a size XL and it fit perfectly!  I did have to wash the boots"
CG,Tools_and_Home_Improvement_5,amazon,Good quality and looks night time. The only problem is that it comes with a small screw driver.
CG,Kindle_Store_5,amazon,"This book is for sailboat readers and the reader must read it.

The author has done a great job of describing the sea.  The descriptions are clear and easy to understand.  The author does not leave the reader hanging on the last page.  I recommend this book.I was looking forward to reading the book"
CG,Sports_and_Outdoors_5,amazon,"I am not an avid golfer, but I do know how to make my holes easier to use.  I had to replace a couple of screws that were not in place, and now it's a little difficult to replace a screw that is loose.  I hope this helps!I love this shirt. I love the color, the fit, the pockets. I've had it for a few weeks now and I love the color too. It's very soft, very comfortable. I like that the back is a little smaller. I've only worn it a couple times now and it's been great. It's definitely a good shirt"
CG,Pet_Supplies_5,amazon,I have been giving this to my dog for about a month now and he loves it!  It is so soft and absorbs the urine. The dog is not a great chewer but it does help his breath. I would recommend it. I bought this for my dog who is a chewer and I love the fact that she can be a little bit lazy so I could use it when she gets bored. She seems to enjoy it too. I have two very picky cats and this is the one I have tried. I love that it is made in the USA and it has a nice quality.
CG,Electronics_5,amazon,"Fantastic. 2 years later, and it still works fine.  I will keep this in"
CG,Electronics_5,amazon,"Fast SSD. Drop in a few bucks and you're good to go.

The only downside is that the case is a"
CG,Toys_and_Games_5,amazon,"These things are awesome! I use them as a stocking stuffer, as a gift, as a"
CG,Movies_and_TV_5,amazon,Meet the Fockers is so much fun and the movie is hilarious.  If you are a fan of the two top-notch actors in film then this is the movie for you.  If you are a fan of the film then this is the movie for you.  If you are a fan of the film then this is the movie
CG,Movies_and_TV_5,amazon,This film is absolutely outstanding.  I love the movie.  The plot is just amazing.  The acting is top notch.  The cinematography is beautiful and the acting is very good.  The special effects are amazing.  The story is very well done.  The acting is also top notch.  The acting is top notch.  The ending is very good.  The ending is very good.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch.  The special effects are top notch
CG,Clothing_Shoes_and_Jewelry_5,amazon,I bought this for my daughter. She loves it. It is very cute and the material is very soft. I had to get a size down but the waist is a perfect length.
CG,Sports_and_Outdoors_5,amazon,"Great Watch. I have had this watch for a long time and it works great. I have one in my car and the other in my office. The watch itself is a great watch and is very easy to use. It is a perfect size for my wrist and is very easy to wear. I have used it with a portable watch and I can tell the watch is very well made. I have worn it with a watch band and it is very comfortable. I will buy another one for my phone. I would highly recommend this watch.Perfect for my kids.  I love them.These are super lightweight and lightweight. I have used them for a couple of months and they are still working great. I would definitely recommend them to my son for those times when he is not going to be wearing a helmet.These work great. I have used them for about a month and they are still doing great.Works as advertised.This is my second pair of glasses, and I really like the quality of the material. The material is thin and very soft, and it's comfortable to wear. The material is also very easy to clean, and I haven't had a problem with the plastic being damaged. I also have the odd case on my older pair, which I got for my husband when I was a kid.

The fact that it's made of a durable material is"
CG,Sports_and_Outdoors_5,amazon,"My kids were even more upset than I was about these socks.  They were too warm and the socks weren't comfortable enough.  I took them off and bought a pair of these socks.  I still use them for swimming, they are very warm and I still feel good about them.  I will continue to wear them and I can't wait to wear them again.I use these when I run and I love the fact that they are so easy to clean and dry. They are very easy to clean and dry. They are very comfortable and easy to store. I have a size 6, and"
CG,Home_and_Kitchen_5,amazon,Love the bright red. I use it as a night light for my bed and it's been great
CG,Electronics_5,amazon,"Replaced an Arock board, that had an AC adapter, which was a nice upgrade."
CG,Clothing_Shoes_and_Jewelry_5,amazon,"Every child needs one of these. The quality is good.

The only reason I ordered this is because I had to send it back. The ring itself is a great quality ring but it's a little smaller than I like. The size is perfect and the"
CG,Movies_and_TV_5,amazon,"I purchased this to be able to watch the movie in 2D. The picture was horrible. There was a scene where a woman and her dog fight, and it was so bad it was like watching a movie. I was thinking it would be funny to see how the dog gets a name. I guess it just wasn't funny. I think the movie was made for children. I don't think it is. I don't think it is for adults."
CG,Tools_and_Home_Improvement_5,amazon,"I've been painting for over a year and am very pleased with the results.  I have one of these so I know it's a must have for the shop.  The light is nice and the blades are very sharp.  The only negative I have is that it does not have the rubber seal.  I have to leave it on all the time and it doesn't really hold up to any abuse.  I'm sure it won't last as long as I would like.  I have to get one of these for my son's room.This is a great tool.  It has a nice smooth action that makes it easy to use.  I have used it on a tool I use on my gun, and it does a great job.  It's also a good quality tool.  I would recommend it.This is a good product.  It's small and compact, but well made.  It's very bright.  I use it to light a room in my kitchen.  The other uses I have are to light the garden, so I can take pictures of my kitchen.  I'm very happy with the product.This is the only one I have that will work with the Samsung SmartThings hub.  I have a little old saw and it's a little smaller than the one I had before, but I'm sure it will work fine.  It's a very inexpensive tool.  The only thing I haven't liked is the way the battery compartment is labeled.  It's not that important.  It's just that the one that comes with it is a bit"
CG,Home_and_Kitchen_5,amazon,Love it. I think I will buy more.Very nice set of knives!  I have one
CG,Tools_and_Home_Improvement_5,amazon,It is pretty good.  We have the wide wooden decking and it is a very strong piece
CG,Sports_and_Outdoors_5,amazon,"Perfect adapter when needing to use it, as long as you keep your hands completely closed."
CG,Toys_and_Games_5,amazon,Fun game. Kids love it. The pieces are sturdy and the puzzle is well made. Kids can play with it for hours.
CG,Toys_and_Games_5,amazon,"Just as good as Legos, but the pieces are just too small."
CG,Sports_and_Outdoors_5,amazon,"Pros: lightweight carbon trekking poles, an easy to carry and carry handle, and a sturdy handle.

Pros: the best seat, solid construction, the lightest price, and the best quality.

Cons: the handle is a little loose. I use it for hiking and it gets a bit tight with time.

I had to return it due to the fact that it is very heavy. I tried to return it to Amazon but they didn't respond to my emails.

I would recommend this trekking poles"
CG,Clothing_Shoes_and_Jewelry_5,amazon,"I'm normally a size 9. 5, and the XL fit perfectly. The only reason I ordered the XXL was that the XL fit a bit snug around the waist. I'm glad I didn't order the XXL in a size 10. 5. I ordered the XL in a size 11."
CG,Home_and_Kitchen_5,amazon,"Love it!
Great fit on my kitchen counter top. Easy to clean."
CG,Pet_Supplies_5,amazon,I have a 5 gallon tank and the water is just too cold. This is the only one I will buy. The plastic part is also very light and easy to wash. I have used this product for about a year now.
CG,Tools_and_Home_Improvement_5,amazon,"Like everything about it but the size, the finish and the overall quality, it's a pretty good buy.I had a similar Schl"
CG,Home_and_Kitchen_5,amazon,I love this spoon since it has the wide mouth design. I also like the fact that the bottom is adjustable.
CG,Movies_and_TV_5,amazon,"This is an AWESOME movie.  I love the movie.  The plot is just amazing.  The acting is top notch.  The script is clear, you can't go wrong with this movie.  It's a good movie, it's a great"
OR,Pet_Supplies_5,amazon,"Not for bigger dogs, destroyed in one hour, the bunny toy lasted a week or so."
OR,Books_5,amazon,Somewhat sad to finish volume 3. Hard to get anything else done when I was so engrossed in this amazing story.
OR,Home_and_Kitchen_5,amazon,"The handle has a little cushion to it and the grating blades are so sharp it works so well, I threw my old one out (different company) it had gotten so dull over the years!"
OR,Pet_Supplies_5,amazon,"I bought a 3 pack of deer antlers from WhiteTail Naturals for my dogs.  I have a medium size retriever/aussy mix and a small Rat Terrier.  They both like to chew on antlers.  They will chew on these if the other ones I bought are not around.  However they are not as ""preferred"".  I think they may be older as the other ones I bought were marketed as current year antlers and the dogs clearly prefer them.

All in all these are pretty good but not as good as others so I am only rating them with four stars."
OR,Electronics_5,amazon,Card works fine until my Mac Pro 8-core goes to sleep. After that it seems impossible to restore USB connectivity. Sonnet claims the issue is that Apple broke/changed the USB driver since Mac OS X 10.6.  Read their FAQ before purchasing!
OR,Electronics_5,amazon,"Amazingly comfortable, great sound as well. One of the most well built headphones I have used, even better quality than my 200$ AKG K7XX's, You can wear these things for hours without even noticing you have them on!"
OR,Toys_and_Games_5,amazon,Highly recommend this game. I have a five year old and he loves it. Can play this game all by himself without any help from me.
OR,Electronics_5,amazon,I didn't realize for years that I didn't have a speaker on the MB is used to build my own PC.  I thought the reason I wasn't hearing the boot up beeps was because of my hearing loss.  Then I discovered that my cpu fan wasn't running and there wasn't any alarm for overheating nor stopped fan!  Yikes.  Now the beeps are back!  New fan and cooler cpu.
OR,Kindle_Store_5,amazon,"Another excellent piece of fiction that could certainly be true.
Cal and fellow warriors triumph again.
Eagerly awaiting next adventure."
OR,Movies_and_TV_5,amazon,"Using it as part of my Religious Ed. 7th grad class.  A wonderful and very moving video.  Not perfect according to the Gospels but captures the ""Spirit"" of Christ's message."
OR,Home_and_Kitchen_5,amazon,"Initially bough this kettle for use downstairs in our wet bar while guests were visiting.

Now with all the guests gone, we've brought it upstairs to replace our rusting Kitchen Aid stove-top kettle.

I love how quickly it heats, even when full, and is super handy when I want to quickly heat small amounts of water.

I've had no construction issues with the kettle in the 2 months we've owned it.

The one annoying design issue I had (which is more user err than anything) pertains to the location of the 'on' light.

I'd plugged the kettle in with the handle facing me and hit the on switch but saw nothing indicate it was on. I was like a monkey trying to figure out why the darn thing would turn on...then I realized the light was on the side of the kettle I could see.

'On' light should be by 'on/off' switch.

Overall, good product."
OR,Clothing_Shoes_and_Jewelry_5,amazon,"I bought the 6 month one for my 6 month old and found it to be a little tight around the thighs but still a secure fit.  I got the 12 month one when my daughter hit 17 lbs even though the 6 month size says it goes up to 18 lbs.  It is a little big but gives more room around the legs which she needs. She will be able to wear the 12 month size for awhile. I love how easily these diapers come on and off and they look so much cuter than the disposables.  They are waterproof, too!"
OR,Sports_and_Outdoors_5,amazon,A must-have for extreme cold weather.  Just don't last as long as advertised or as long as others I've used.
OR,Sports_and_Outdoors_5,amazon,Very easy to pack and held everything I needed for concealed carry.
OR,Movies_and_TV_5,amazon,Great movie. I love old Egypt in Sci-fi. This movie has a very cool bad guy and continues the tradition of examining the politics of being different.
OR,Sports_and_Outdoors_5,amazon,"As Zebco's go, these are top of the line.  They cast really nice and are easy to use for non-fishermen (which is why I keep buying them for guests to use).  In freshwater they hold up well and continue to cast well, but in saltwater they turn into a pile of rust and the coating on the handle and middle section peels off.  They do seem to still be working despite that though."
OR,Kindle_Store_5,amazon,"The book starts off with the main character at a young age with a foreshadowing event. Then we skip forward in time to a teenage Emmy sneaking in the house. There are some funny moments in the story, it does take awhile to build the story and some parts seen slow. The only thing I found confusing is the tense and point of view would sometimes change during a chapter or paragraph. Emmy seems a character and the secondary characters were as colorful. There was an undercurrent of a love story but enjoyed the twist. I will honestly say my review and eating is also based off the fact that there is supposed to be a second book. I did not like the way the book ended but am interested in reading the second book to see where this story is going to go."
